219181, 219570, 13994
218770, 219159, 13955
218769, 219158, 13955
218715, 219104, 13939
218416, 218805, 13927
218411, 218800, 13927
218334, 218723, 13928
218189, 218578, 13923
218179, 218568, 13920
218046, 218435, 13911
218046, 218435, 13916
218056, 218445, 13916
218046, 218435, 13911
218040, 218429, 13912
218024, 218413, 13912
218021, 218410, 13912
218021, 218410, 13912
218021, 218410, 13912
217987, 218376, 13910
217987, 218376, 13910
217905, 218294, 13906
217905, 218294, 13906
217905, 218294, 13906
217905, 218294, 13906
217905, 218294, 13906
217905, 218294, 13906
217895, 218284, 13905
217882, 218271, 13907
217602, 217991, 13852
217593, 217982, 13852
217594, 217983, 13852
217587, 217976, 13848
217584, 217973, 13848
217286, 217675, 13826
217382, 217771, 13828
210610, 210999, 13403
210020, 210409, 13380
209625, 210014, 13339
209625, 210014, 13339
209593, 209982, 13335
209593, 209982, 13335
209593, 209982, 13335
209595, 209984, 13335
209566, 209955, 13331
209577, 209966, 13333
209105, 209494, 13300
209100, 209489, 13300
209016, 209405, 13274
208466, 208855, 13245
208363, 208752, 13242
208368, 208757, 13242
208342, 208731, 13253
208342, 208731, 13253
208276, 208665, 13248
208221, 208610, 13245
208165, 208554, 13251
208100, 208489, 13250
208071, 208460, 13251
208071, 208460, 13251
208071, 208460, 13251
208017, 208406, 13249
207941, 208330, 13237
207899, 208288, 13237
207673, 208062, 13223
207671, 208060, 13222
207668, 208057, 13222
207670, 208059, 13222
207670, 208059, 13222
206451, 206840, 13144
206451, 206840, 13144
206453, 206842, 13146
205842, 206231, 13095
205842, 206231, 13095
205842, 206231, 13095
205842, 206231, 13095
205709, 206098, 13068
205733, 206122, 13067
205652, 206041, 13063
205619, 206008, 13063
205617, 206006, 13061
205617, 206006, 13061
205617, 206006, 13061
205617, 206006, 13061
205289, 205678, 13057
205289, 205678, 13057
205291, 205680, 13057
205269, 205658, 13056
205320, 205709, 13062
205320, 205709, 13062
205319, 205708, 13062
205166, 205555, 13052
205165, 205554, 13052
205087, 205476, 13047
204710, 205099, 13043
204665, 205054, 13035
204538, 204927, 13028
204538, 204927, 13028
204480, 204869, 13027
204344, 204733, 13016
204344, 204733, 13016
204120, 204509, 13001
204271, 204660, 13006
204271, 204660, 13006
204270, 204659, 13006
203860, 204249, 12966
203836, 204225, 12965
203839, 204228, 12964
203828, 204217, 12961
203743, 204132, 12959
203742, 204131, 12959
203745, 204134, 12959
203736, 204125, 12958
203731, 204120, 12958
203731, 204120, 12958
203731, 204120, 12958
203731, 204120, 12958
203731, 204120, 12958
203596, 203985, 12953
203579, 203968, 12952
203579, 203968, 12952
203577, 203966, 12952
203533, 203922, 12953
203533, 203922, 12953
203410, 203799, 12949
203410, 203799, 12949
203266, 203655, 12937
203139, 203528, 12937
202567, 202956, 12916
202555, 202944, 12914
202562, 202951, 12914
202554, 202943, 12914
202554, 202943, 12914
202556, 202945, 12914
202540, 202929, 12910
202363, 202752, 12901
202363, 202752, 12901
202363, 202752, 12901
202507, 202896, 12902
202502, 202891, 12902
202407, 202796, 12890
202407, 202796, 12890
202398, 202787, 12891
202358, 202729, 12891
202358, 202729, 12891
202358, 202729, 12891
202286, 202657, 12886
202286, 202657, 12886
202284, 202655, 12886
201961, 202332, 12867
201834, 202205, 12858
201834, 202205, 12858
201834, 202205, 12858
201707, 202078, 12845
201708, 202079, 12845
201704, 202075, 12845
201506, 201877, 12834
201278, 201649, 12827
201281, 201652, 12837
201281, 201652, 12837
201133, 201504, 12822
201019, 201390, 12820
201019, 201390, 12820
201019, 201390, 12820
201019, 201390, 12820
201019, 201390, 12820
201019, 201390, 12820
201019, 201390, 12820
201025, 201396, 12821
201005, 201376, 12815
200762, 201133, 12797
200634, 201005, 12794
200634, 201005, 12794
200632, 201003, 12790
200632, 201003, 12790
200619, 200990, 12787
200619, 200990, 12787
200616, 200987, 12785
200601, 200972, 12782
200595, 200966, 12782
200442, 200813, 12771
200439, 200810, 12771
200439, 200810, 12771
200421, 200792, 12763
200421, 200792, 12763
200421, 200792, 12763
200421, 200792, 12763
200416, 200787, 12761
200274, 200645, 12749
200274, 200645, 12749
200274, 200645, 12749
200268, 200639, 12749
200267, 200638, 12751
200199, 200570, 12751
200199, 200570, 12751
200199, 200570, 12751
200198, 200569, 12751
200083, 200454, 12737
200039, 200410, 12731
199964, 200335, 12731
199664, 200035, 12716
199596, 199967, 12708
199542, 199913, 12704
199531, 199902, 12704
199466, 199837, 12692
199383, 199754, 12689
199383, 199754, 12689
199337, 199708, 12693
199337, 199708, 12693
199214, 199585, 12682
199214, 199585, 12682
199214, 199585, 12682
199068, 199439, 12670
199125, 199496, 12670
199033, 199404, 12666
198822, 199193, 12645
198777, 199148, 12637
198365, 198736, 12610
197943, 198314, 12580
197996, 198367, 12580
197560, 197931, 12578
197392, 197763, 12564
197382, 197753, 12563
197382, 197753, 12563
197372, 197743, 12563
197378, 197749, 12563
197378, 197749, 12563
197378, 197749, 12563
196919, 197290, 12555
196919, 197290, 12555
196765, 197136, 12549
196590, 196961, 12551
196590, 196961, 12551
196592, 196963, 12551
196593, 196964, 12551
196585, 196956, 12551
197675, 198046, 12712
197667, 198038, 12712
197574, 197945, 12700
197629, 198000, 12699
197629, 198000, 12699
197634, 198005, 12699
197633, 198004, 12701
197593, 197967, 12696
197593, 197967, 12696
197594, 197968, 12696
197461, 197835, 12685
197461, 197835, 12685
197461, 197835, 12685
197461, 197835, 12685
197463, 197837, 12685
197422, 197796, 12681
197422, 197796, 12681
197422, 197796, 12681
197420, 197794, 12681
197385, 197759, 12669
197385, 197759, 12669
197387, 197761, 12669
197302, 197676, 12657
197275, 197649, 12657
196866, 197240, 12639
196863, 197237, 12639
196734, 197108, 12618
196665, 197039, 12611
196665, 197039, 12611
196668, 197042, 12612
196671, 197045, 12613
196670, 197044, 12613
196670, 197044, 12613
196594, 196968, 12611
196209, 196583, 12591
196209, 196583, 12591
196217, 196591, 12591
196036, 196410, 12589
195981, 196355, 12583
195981, 196355, 12581
195981, 196355, 12581
195981, 196355, 12581
195836, 196210, 12579
195828, 196202, 12576
195794, 196168, 12576
195816, 196190, 12574
195818, 196192, 12574
195814, 196188, 12573
195814, 196188, 12573
195788, 196162, 12570
195827, 196201, 12575
195416, 195790, 12540
195416, 195790, 12540
195414, 195788, 12540
195227, 195601, 12533
195227, 195601, 12533
195222, 195596, 12533
195222, 195596, 12533
195217, 195591, 12531
195217, 195591, 12531
195060, 195434, 12525
195056, 195430, 12525
194951, 195325, 12517
194951, 195325, 12517
194950, 195324, 12515
194928, 195320, 12515
192326, 192660, 12292
192205, 192539, 12286
192192, 192526, 12286
192192, 192526, 12286
192174, 192508, 12286
192174, 192508, 12286
192174, 192508, 12286
192116, 192450, 12277
192116, 192450, 12277
192116, 192450, 12277
192178, 192512, 12281
192162, 192496, 12280
192143, 192477, 12273
