0, 0
253558, 17058
253539, 17056
253520, 17055
253404, 17051
253381, 17050
253370, 17047
253367, 17047
253381, 17048
253220, 17044
253173, 17040
253158, 17039
253389, 17063
253334, 17061
253329, 17060
253329, 17060
253340, 17061
253260, 17053
253254, 17053
253302, 17051
253060, 17026
253038, 17022
253038, 17022
253036, 17022
252990, 17022
252982, 17022
252873, 17018
252867, 17018
252466, 17008
252466, 17008
252465, 17008
252396, 17007
252307, 17001
252295, 16996
252199, 16996
252199, 16997
252199, 16997
252192, 16997
252166, 16993
252147, 16990
252121, 16990
252072, 16988
252072, 16986
252073, 16986
252071, 16986
251971, 16983
251912, 16980
251905, 16979
251889, 16979
251889, 16979
251754, 16966
251729, 16966
251722, 16966
251690, 16966
251688, 16965
251694, 16967
251652, 16967
251606, 16965
251599, 16964
251599, 16964
251541, 16964
251539, 16964
251445, 16951
251435, 16949
251397, 16946
251397, 16946
251397, 16946
251371, 16945
251320, 16938
251310, 16937
251292, 16937
251288, 16936
251295, 16935
251281, 16933
251281, 16933
251249, 16925
250993, 16919
250857, 16913
250883, 16914
250882, 16914
250477, 16908
250473, 16908
250459, 16908
250459, 16908
250459, 16908
250238, 16907
250240, 16908
250192, 16907
250179, 16906
250138, 16900
249950, 16881
249950, 16881
249945, 16881
249910, 16879
249756, 16875
249752, 16875
249737, 16875
249735, 16876
249735, 16876
249722, 16871
249132, 16820
249072, 16820
249112, 16822
248733, 16797
248733, 16797
248713, 16793
248687, 16790
248653, 16787
248643, 16785
248643, 16785
248622, 16783
248625, 16785
248620, 16785
248590, 16783
248583, 16782
248583, 16782
248556, 16782
248582, 16797
248579, 16797
248180, 16755
248174, 16752
248174, 16752
248108, 16753
248107, 16753
248096, 16753
248096, 16753
247328, 16727
247328, 16727
247273, 16725
247270, 16725
247244, 16728
247184, 16723
247184, 16723
247184, 16723
247155, 16723
247136, 16718
247104, 16711
247103, 16711
247062, 16711
246875, 16698
246874, 16697
246873, 16697
246870, 16696
246847, 16694
246843, 16694
246829, 16694
246815, 16692
246769, 16695
246769, 16695
246312, 16666
246310, 16666
246257, 16666
246646, 16666
245509, 16597
245477, 16593
245419, 16581
245263, 16581
245135, 16558
245082, 16547
244993, 16553
244814, 16542
244812, 16541
244811, 16539
244816, 16539
244754, 16542
244727, 16538
244757, 16542
244726, 16536
244707, 16534
244707, 16534
244700, 16532
244700, 16530
244694, 16537
244681, 16538
244582, 16535
244569, 16535
244481, 16524
244350, 16519
244283, 16517
244277, 16517
244250, 16514
244243, 16514
244240, 16514
244237, 16514
244237, 16514
244213, 16512
244213, 16512
244112, 16493
244112, 16493
243994, 16491
244068, 16492
243992, 16491
243992, 16491
243992, 16491
243991, 16489
243870, 16475
243853, 16473
243335, 16410
243332, 16408
243367, 16413
243335, 16410
243333, 16409
243333, 16409
242999, 16394
242995, 16394
242986, 16393
242985, 16393
242985, 16393
242985, 16393
242849, 16383
242849, 16383
242845, 16382
242845, 16382
242807, 16378
242807, 16378
242779, 16371
242777, 16370
242697, 16364
242696, 16364
242696, 16364
242625, 16363
242621, 16363
242621, 16363
242575, 16359
239969, 16120
244707, 16534
239910, 16114
239910, 16114
239757, 16100
239756, 16098
239756, 16098
239720, 16095
239720, 16095
239705, 16093
239702, 16093
239726, 16098
239665, 16093
239660, 16093
239660, 16093
239660, 16093
239608, 16092
239503, 16081
239502, 16080
239498, 16080
239496, 16080
239246, 16041
239476, 16076
239236, 16041
239174, 16034
238929, 16018
238925, 16018
238868, 16017
238868, 16017
238868, 16017
238742, 16010
238728, 16009
238571, 16006
238565, 16005
238547, 16002
238502, 15994
238502, 15994
238502, 15994
238502, 15994
238502, 15994
238467, 15994
238467, 15994
238467, 15994
238467, 15994
238459, 15992
237137, 15952
237137, 15952
237137, 15952
237137, 15952
237137, 15952
237137, 15952
237132, 15949
237132, 15949
235265, 15817
235201, 15815
235200, 15815
235200, 15815
235057, 15798
235057, 15798
235057, 15798
235058, 15798
235055, 15798
234862, 15789
234850, 15789
234777, 15788
234777, 15788
234761, 15788
234469, 15769
234469, 15769
234415, 15769
234415, 15769
234415, 15769
234422, 15771
234002, 15756
233994, 15755
233994, 15755
233991, 15755
233993, 15755
233942, 15753
233915, 15753
233915, 15753
233916, 15753
233916, 15753
233910, 15753
233910, 15753
233910, 15753
233911, 15754
233911, 15754
233942, 15760
233908, 15758
233910, 15758
233883, 15755
233883, 15755
233883, 15755
233861, 15755
233860, 15755
233860, 15755
233867, 15755
233868, 15755
233794, 15753
233638, 15738
233638, 15738
233626, 15738
233626, 15738
233626, 15738
233626, 15738
233618, 15737
233612, 15736
233579, 15732
232574, 15626
232428, 15618
232411, 15618
232403, 15618
232402, 15618
232394, 15620
232390, 15619
232284, 15613
232222, 15610
232222, 15610
232224, 15610
232224, 15610
232224, 15610
232224, 15610
232224, 15610
232215, 15609
232215, 15609
232171, 15605
232170, 15605
232169, 15605
232105, 15595
232080, 15590
232009, 15587
231981, 15585
231917, 15581
231847, 15578
231836, 15578
231819, 15576
231802, 15576
231786, 15571
231785, 15570
231703, 15563
231703, 15563
231672, 15562
231664, 15560
231632, 15547
231628, 15546
231621, 15544
231595, 15542
231499, 15541
231477, 15541
231448, 15538
231445, 15536
231173, 15483
231146, 15483
231143, 15483
231137, 15483
231093, 15475
231089, 15473
230780, 15453
230740, 15453
230726, 15451
230715, 15448
230697, 15448
230553, 15445
230553, 15445
230551, 15444
230548, 15444
230548, 15444
230537, 15444
230524, 15444
230426, 15442
230426, 15442
230138, 15386
230138, 15386
229984, 15381
229937, 15381
229937, 15381
229901, 15375
229862, 15363
229849, 15359
229134, 15311
229123, 15312
229116, 15312
228560, 15246
228560, 15246
228388, 15242
228378, 15242
228296, 15229
228297, 15229
228228, 15228
228177, 15228
228094, 15216
228078, 15214
228038, 15214
228034, 15216
228034, 15216
227998, 15216
227992, 15215
227944, 15213
227942, 15213
227915, 15213
227915, 15213
227899, 15213
227619, 15188
227593, 15187
227541, 15186
227541, 15186
227435, 15176
227432, 15176
227338, 15165
227341, 15166
227271, 15164
227268, 15164
227202, 15151
227215, 15150
227215, 15150
227148, 15147
227154, 15147
227155, 15147
227155, 15147
227032, 15138
227032, 15138
227014, 15138
227014, 15138
226978, 15138
226976, 15136
226959, 15135
226954, 15135
226912, 15134
226910, 15134
226910, 15134
226684, 15116
226658, 15112
226573, 15105
226542, 15096
226540, 15094
226447, 15072
226423, 15063
226037, 15058
226036, 15058
226031, 15058
226032, 15058
225834, 15044
225687, 15039
225688, 15036
225685, 15034
225685, 15034
225596, 15034
225597, 15034
225559, 15033
225510, 15025
225510, 15025
225408, 15016
225408, 15016
225408, 15016
225406, 15016
225401, 15014
225365, 15013
225347, 15009
225323, 15001
225122, 14989
225117, 14989
225080, 14985
224774, 14977
224974, 14978
224769, 14975
224743, 14974
224733, 14973
224661, 14964
224553, 14963
224518, 14952
224504, 14950
224240, 14934
224216, 14935
224215, 14935
224118, 14931
223931, 14922
223919, 14933
223905, 14931
223873, 14928
223681, 14925
223683, 14926
223671, 14923
223589, 14914
223222, 14891
223118, 14884
223044, 14878
223044, 14878
223044, 14878
222611, 14854
221647, 14812
221498, 14798
221115, 14773
221042, 14759
221026, 14758
220980, 14755
220655, 14721
220618, 14721
220591, 14721
220448, 14719
220463, 14719
220444, 14719
220421, 14716
220420, 14716
220415, 14716
220405, 14714
220402, 14714
220363, 14709
220364, 14709
220324, 14703
220323, 14703
220323, 14704
220293, 14702
220304, 14700
220288, 14700
220286, 14699
220270, 14699
220256, 14699
220255, 14699
220236, 14693
220123, 14687
220114, 14687
220065, 14685
220059, 14685
220058, 14685
220058, 14685
220059, 14686
219664, 14633
219769, 14654
219664, 14631
219661, 14631
219617, 14621
219615, 14620
219613, 14620
219508, 14613
219416, 14606
219298, 14585
219296, 14584
219158, 14583
219003, 14582
218980, 14579
218929, 14576
218929, 14576
218925, 14574
218885, 14574
218885, 14574
218830, 14562
218881, 14572
218830, 14562
218807, 14555
218830, 14562
218807, 14555
218806, 14555
218758, 14548
218495, 14523
218492, 14523
218491, 14523
218481, 14523
218471, 14520
218307, 14511
218253, 14510
218227, 14506
218227, 14506
218159, 14499
218152, 14497
218147, 14497
218054, 14485
218047, 14484
218051, 14484
217984, 14476
217984, 14476
217984, 14476
217956, 14476
218032, 14481
218011, 14477
217966, 14475
217966, 14475
217960, 14475
217960, 14475
217960, 14475
217960, 14475
217947, 14475
217590, 14460
217542, 14458
217379, 14436
217117, 14422
216984, 14420
216984, 14420
216979, 14419
216977, 14418
216917, 14418
216916, 14417
216881, 14406
216880, 14406
216877, 14402
216747, 14399
216696, 14390
216695, 14390
216705, 14407
216686, 14403
216673, 14400
216642, 14400
216637, 14398
216634, 14400
216457, 14393
216456, 14393
216358, 14393
216352, 14393
216332, 14392
216092, 14391
216092, 14391
216079, 14388
216070, 14388
216071, 14388
216065, 14388
216047, 14388
216044, 14388
215763, 14378
215732, 14370
215710, 14370
215710, 14370
215548, 14356
