0, 0
873340, 49667
873307, 49666
873306, 49666
873315, 49666
873040, 49654
873040, 49654
873040, 49654
872963, 49645
872963, 49645
872808, 49635
872614, 49635
872399, 49624
872399, 49624
871649, 49604
871649, 49604
871649, 49604
871426, 49567
871398, 49567
871398, 49567
871354, 49553
871354, 49553
871354, 49553
871256, 49547
871202, 49547
870733, 49500
869997, 49468
869997, 49468
869997, 49468
869997, 49468
869997, 49468
869860, 49460
869860, 49460
869573, 49449
869558, 49445
869101, 49433
868182, 49404
867916, 49374
867681, 49361
867314, 49323
867193, 49322
867184, 49319
867127, 49313
867127, 49313
866719, 49284
866711, 49284
866614, 49284
866614, 49284
866613, 49284
866613, 49284
866613, 49284
866613, 49284
866582, 49283
866246, 49244
866246, 49244
866213, 49244
865560, 49205
865560, 49205
865499, 49203
864544, 49157
864519, 49157
864184, 49116
864184, 49116
864184, 49116
863310, 49100
863280, 49099
863280, 49099
863280, 49099
863280, 49099
863201, 49095
863201, 49095
863201, 49095
862930, 49084
862675, 49086
862548, 49084
862429, 49066
862019, 49057
862019, 49057
861810, 49031
861653, 49016
861653, 49016
861640, 49016
861635, 49015
860700, 48941
860700, 48941
860700, 48941
860700, 48941
860700, 48941
860700, 48941
860700, 48941
860700, 48941
860717, 48941
860714, 48941
860730, 48945
860602, 48938
860448, 48926
860448, 48926
860227, 48926
860221, 48926
860077, 48924
860070, 48924
859892, 48908
858304, 48833
858127, 48828
858109, 48828
858109, 48828
857864, 48824
857864, 48824
857912, 48833
857912, 48833
857912, 48833
857912, 48833
857678, 48824
857678, 48824
857649, 48820
857647, 48820
857549, 48788
857483, 48785
857302, 48780
856184, 48715
856060, 48712
856092, 48711
854391, 48619
854172, 48600
854083, 48602
854000, 48598
854000, 48598
854000, 48597
854000, 48597
853968, 48597
853957, 48597
853957, 48597
853957, 48597
853798, 48599
853798, 48599
853638, 48594
853373, 48576
853424, 48581
853156, 48560
853264, 48561
853250, 48561
853286, 48563
853286, 48563
853307, 48556
853282, 48554
853259, 48553
853321, 48553
853327, 48560
853233, 48547
852925, 48543
852761, 48531
852718, 48531
852715, 48531
852613, 48524
852637, 48525
852489, 48505
852361, 48498
852361, 48497
852246, 48496
852228, 48494
852093, 48486
851237, 48434
851233, 48432
851280, 48432
850803, 48426
850089, 48407
849316, 48359
849308, 48351
849207, 48361
848646, 48336
848646, 48336
848615, 48335
848534, 48332
848527, 48330
848435, 48330
848433, 48330
847863, 48307
847572, 48281
847557, 48281
847430, 48278
847404, 48277
847320, 48272
847320, 48272
846997, 48260
846821, 48261
846752, 48261
843663, 47944
843309, 47930
843303, 47930
843303, 47930
843215, 47930
843215, 47930
843205, 47927
843075, 47925
843068, 47925
843068, 47925
843068, 47925
842388, 47891
842336, 47891
842319, 47891
842319, 47891
841719, 47880
841347, 47870
841348, 47870
841348, 47870
841355, 47869
841329, 47869
841330, 47869
841330, 47869
841330, 47869
840969, 47838
840907, 47838
840706, 47830
840224, 47809
840212, 47809
840051, 47807
840051, 47807
839750, 47838
839719, 47844
839580, 47842
839580, 47842
839579, 47842
839579, 47842
839579, 47842
839277, 47835
839277, 47835
839278, 47835
839072, 47807
838988, 47796
838933, 47794
838664, 47791
838664, 47791
838434, 47787
838433, 47787
838433, 47787
838433, 47787
838045, 47771
838045, 47771
837984, 47768
837984, 47768
837984, 47768
837961, 47767
837879, 47764
837662, 47761
836795, 47688
836803, 47691
836330, 47671
836163, 47665
836011, 47649
835789, 47646
835655, 47622
835292, 47604
835238, 47605
835238, 47605
835229, 47605
835432, 47608
834349, 47569
834285, 47569
834285, 47569
834170, 47567
832356, 47337
832356, 47337
832272, 47358
832270, 47358
832270, 47358
832314, 47358
833434, 47368
833374, 47365
833164, 47360
832914, 47351
832093, 47330
829488, 47217
829360, 47202
829360, 47202
829263, 47202
829263, 47202
829196, 47196
829084, 47190
829079, 47190
829072, 47190
829072, 47190
829088, 47190
829053, 47186
828773, 47151
828669, 47140
828630, 47135
828087, 47124
827611, 47114
827347, 47103
827347, 47103
827025, 47079
827025, 47079
827025, 47079
826839, 47069
826564, 47066
826518, 47059
826351, 47052
826113, 47023
825759, 47057
825734, 47052
825018, 47025
825036, 47024
822816, 46868
822743, 46865
820860, 46738
820860, 46738
820854, 46738
820823, 46738
820351, 46693
820301, 46690
820301, 46690
820190, 46688
820190, 46688
820174, 46688
819911, 46677
819793, 46659
819801, 46659
820237, 46693
820174, 46707
820174, 46707
820174, 46707
819912, 46700
819910, 46696
820041, 46707
820043, 46707
819576, 46684
819576, 46684
819147, 46673
819118, 46671
819118, 46671
819118, 46671
818298, 46787
818220, 46788
818214, 46788
818214, 46788
818214, 46788
818214, 46788
818215, 46788
818215, 46788
818203, 46787
818203, 46787
818203, 46787
818203, 46787
818203, 46787
817573, 46758
817573, 46758
816578, 46713
815968, 46693
815968, 46693
815789, 46693
815676, 46679
815579, 46674
815579, 46674
815499, 46662
815499, 46662
815499, 46662
815499, 46662
815489, 46662
815451, 46662
815429, 46662
815429, 46662
814765, 46645
814765, 46645
814765, 46645
814763, 46645
814454, 46635
814424, 46635
814429, 46631
814291, 46623
814291, 46623
813620, 46563
813617, 46563
812536, 46518
812490, 46517
812490, 46517
